demand [cubic meter/hr] at dist606,bulk_species_node [MG] at P @ dist606,bulk_species_node [MG] at Chlorine @ dist606,bulk_species_node [MG] at C_FRA @ dist606,bulk_species_node [MG] at C_SRA @ dist606,demand [cubic meter/hr] at dist1332,bulk_species_node [MG] at P @ dist1332,bulk_species_node [MG] at Chlorine @ dist1332,bulk_species_node [MG] at C_FRA @ dist1332,bulk_species_node [MG] at C_SRA @ dist1332,demand [cubic meter/hr] at dist1915,bulk_species_node [MG] at P @ dist1915,bulk_species_node [MG] at Chlorine @ dist1915,bulk_species_node [MG] at C_FRA @ dist1915,bulk_species_node [MG] at C_SRA @ dist1915
0.5301349,0.0,0.0,0.0,0.0,0.092387736,0.0,0.0,0.0,0.0,0.16445832,0.0,0.0,0.0,0.0
0.71479905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39370748,0.0,0.0,0.0,0.0
0.011023471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368675,0.0,0.0,0.0,0.0
0.022017308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850937,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0692945,0.0,0.0,0.0,0.0,0.3719009,0.0,0.0,0.0,0.0
0.022017308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28977653,0.0,0.0,0.0,0.0
0.01923181,0.0,0.0,0.0,0.0,0.0,0.0,5.8433134e-09,0.0,0.0,0.21233504,0.0,0.0,0.0,0.0
0.12395478,0.0,0.0,0.0,0.0,0.0,0.0,2.467614e-08,0.0,0.0,0.5862628,0.0,0.0,0.0,0.0
0.0,0.0,4.715269e-08,0.0,0.0,0.0,0.0,3.2878535e-08,0.0,0.0,0.24308798,0.0,0.0,0.0,0.0
0.09915197,0.0,3.508726e-07,0.0,0.0,0.023093238,0.0,5.8355614e-08,0.0,0.0,0.7194789,0.0,0.0,0.0,0.0
0.0,0.0,4.6999995e-07,0.0,0.0,0.011546619,0.0,5.6376834e-08,0.0,0.0,0.3403092,0.0,0.0,0.0,0.0
0.011023471,0.0,4.7448938e-07,0.0,0.0,0.068865746,0.0,4.538041e-08,0.0,0.0,0.29984114,0.0,0.0,0.0,0.0
0.03304078,0.0,4.242025e-07,0.0,0.0,0.15068263,0.0,3.4922962e-08,0.0,0.0,0.18640473,0.0,1.6887762e-12,0.0,0.0
0.0,0.0,4.0520476e-07,0.0,0.0,0.1220896,0.0,3.3651933e-08,0.0,0.0,0.19737795,0.0,8.020217e-11,0.0,0.0
0.07710502,0.0,3.430403e-07,0.0,0.0,0.0,0.0,3.176285e-08,0.0,0.0,0.40328285,0.0,6.442242e-11,0.0,0.0
0.0,0.0,2.662807e-07,0.0,0.0,0.18479025,0.0,2.5310282e-08,0.0,0.0,0.123011746,0.0,3.753647e-11,0.0,0.0
0.022017308,0.0,1.7574719e-07,0.0,0.0,0.0,0.0,1.8043483e-08,0.0,0.0,0.24120086,0.0,2.8836412e-11,0.0,0.0
0.0,0.0,1.6070545e-07,0.0,0.0,0.0,0.0,1.2978444e-08,0.0,0.0,0.24120086,0.0,2.0139538e-11,0.0,0.0
0.0,0.0,1.7453205e-07,0.0,0.0,0.0,0.0,1.1089856e-08,0.0,0.0,0.0,0.0,7.1113337e-12,0.0,0.0
0.0,0.0,1.9272173e-07,0.0,0.0,0.011546619,0.0,1.20922445e-08,0.0,0.0,0.021946413,0.0,1.936864e-12,0.0,0.0
0.07710502,0.0,1.4294683e-07,0.0,0.0,0.011546619,0.0,8.728672e-09,0.0,0.0,0.3471587,0.0,6.4514145e-12,0.0,0.0
0.0,0.0,1.351639e-07,0.0,1.7895744e-08,0.5871109,0.0,8.369274e-09,0.0,6.858236e-10,0.50057393,0.0,7.780121e-12,0.0,6.692631e-13
0.0,0.0,1.4260911e-07,0.0,1.4818497e-07,0.81388485,0.0,9.358904e-09,0.0,8.480369e-09,0.28278723,0.0,1.0130766e-11,0.0,1.1695197e-11
0.176257,0.0,2.4265177e-07,0.0,8.692306e-07,0.78208005,0.0,1.7411818e-08,0.0,6.9939176e-08,0.07066186,0.0,1.3829057e-11,0.0,8.5217146e-11
0.011023471,0.0,1.8513352e-07,0.0,1.9810564e-06,0.0,0.0,1.2839926e-08,0.0,1.7066208e-07,0.0170539,0.0,6.9761263e-12,0.0,1.9151344e-10
0.022017308,0.0,1.2502183e-07,0.0,3.5516243e-06,0.0,0.0,8.259373e-09,0.0,3.4023057e-07,0.12322143,0.0,4.730112e-12,0.0,4.5455642e-10
0.0,0.0,1.1674254e-07,0.0,6.3447415e-06,0.023093238,0.0,6.492458e-09,0.0,6.375238e-07,0.15089907,0.0,5.471847e-10,0.0,9.7903914e-08
0.0,0.0,1.5647178e-07,0.0,1.1254042e-05,0.0,0.0,8.402666e-09,0.0,1.2277502e-06,0.010973207,0.0,2.3005997e-09,0.0,4.095501e-07
0.11014581,0.0,1.307309e-07,0.0,1.6168078e-05,0.0,0.0,8.236299e-09,0.0,2.1260253e-06,0.098688975,0.0,1.7968264e-09,0.0,6.9168476e-07
0.0,0.0,1.389714e-07,0.0,2.311505e-05,0.0,0.0,9.26634e-09,0.0,3.6410277e-06,0.13475378,0.0,1.7230186e-09,0.0,1.1655192e-06
0.0,0.0,1.210711e-07,0.0,2.9617295e-05,0.0,0.0,8.990389e-09,0.0,5.6072854e-06,0.1283935,0.0,1.5897252e-09,0.0,1.8289454e-06
