model,network,file,config,node,recall,f1_score,delay,TP,TN,FP,FN,event_missed,false_alarm
AE,CY,all_results_dist1028_AUTOENCODER.pkl,AUTOENCODER,dist1028,0.8274044795783926,0.905551550108147,131,628,770,0,131,0,0
AE,CY,all_results_dist1028_AUTOENCODER.pkl,AUTOENCODER2,dist1028,0.0,0.0,1095,0,434,0,1095,1,0
AE,CY,all_results_dist1028_AUTOENCODER.pkl,AUTOENCODER3,dist1028,0.9699792960662525,0.9847609038360483,29,937,563,0,29,0,0
AE,CY,all_results_dist1028_AUTOENCODER.pkl,AUTOENCODER4,dist1028,0.0,0.0,1062,0,467,0,1062,1,0
AE,CY,all_results_dist1028_AUTOENCODER.pkl,AUTOENCODER5,dist1028,1.0,0.9587426326129665,0,976,469,84,0,0,1
AE,CY,all_results_dist1332_AUTOENCODER.pkl,AUTOENCODER,dist1332,0.0,0.0,757,0,772,0,757,1,0
AE,CY,all_results_dist1332_AUTOENCODER.pkl,AUTOENCODER2,dist1332,0.0,0.0,1086,0,443,0,1086,1,0
AE,CY,all_results_dist1332_AUTOENCODER.pkl,AUTOENCODER3,dist1332,0.0,0.0,961,0,568,0,961,1,0
AE,CY,all_results_dist1332_AUTOENCODER.pkl,AUTOENCODER4,dist1332,0.0,0.0,1060,0,469,0,1060,1,0
AE,CY,all_results_dist1332_AUTOENCODER.pkl,AUTOENCODER5,dist1332,0.0,0.0,970,0,559,0,970,1,0
AE,CY,all_results_dist1363_AUTOENCODER.pkl,AUTOENCODER,dist1363,1.0,0.6719787516600265,0,759,29,741,0,0,1
AE,CY,all_results_dist1363_AUTOENCODER.pkl,AUTOENCODER2,dist1363,0.0,0.0,1094,0,435,0,1094,1,0
AE,CY,all_results_dist1363_AUTOENCODER.pkl,AUTOENCODER3,dist1363,0.968944099378882,0.9842271293375394,30,936,563,0,30,0,0
AE,CY,all_results_dist1363_AUTOENCODER.pkl,AUTOENCODER4,dist1363,0.0,0.0,1062,0,467,0,1062,1,0
AE,CY,all_results_dist1363_AUTOENCODER.pkl,AUTOENCODER5,dist1363,1.0,0.8410168031021111,0,976,184,369,0,0,1
AE,CY,all_results_dist1459_AUTOENCODER.pkl,AUTOENCODER,dist1459,1.0,0.755223880597015,0,759,278,492,0,0,1
AE,CY,all_results_dist1459_AUTOENCODER.pkl,AUTOENCODER2,dist1459,0.0,0.0,1093,0,436,0,1093,1,0
AE,CY,all_results_dist1459_AUTOENCODER.pkl,AUTOENCODER3,dist1459,0.968944099378882,0.9842271293375394,30,936,563,0,30,0,0
AE,CY,all_results_dist1459_AUTOENCODER.pkl,AUTOENCODER4,dist1459,0.0,0.0,1062,0,467,0,1062,1,0
AE,CY,all_results_dist1459_AUTOENCODER.pkl,AUTOENCODER5,dist1459,0.9702868852459017,0.984919396775871,29,947,553,0,29,0,0
AE,CY,all_results_dist1464_AUTOENCODER.pkl,AUTOENCODER,dist1464,1.0,0.6825539568345323,0,759,64,706,0,0,1
AE,CY,all_results_dist1464_AUTOENCODER.pkl,AUTOENCODER2,dist1464,0.0,0.0,1092,0,437,0,1092,1,0
AE,CY,all_results_dist1464_AUTOENCODER.pkl,AUTOENCODER3,dist1464,0.9699792960662525,0.9847609038360483,29,937,563,0,29,0,0
AE,CY,all_results_dist1464_AUTOENCODER.pkl,AUTOENCODER4,dist1464,0.0,0.0,1062,0,467,0,1062,1,0
AE,CY,all_results_dist1464_AUTOENCODER.pkl,AUTOENCODER5,dist1464,0.9682377049180327,0.9838625715773035,31,945,553,0,31,0,0
AE,CY,all_results_dist1915_AUTOENCODER.pkl,AUTOENCODER,dist1915,1.0,0.748753738783649,0,751,274,504,0,0,1
AE,CY,all_results_dist1915_AUTOENCODER.pkl,AUTOENCODER2,dist1915,0.0,0.0,1079,0,450,0,1079,1,0
AE,CY,all_results_dist1915_AUTOENCODER.pkl,AUTOENCODER3,dist1915,0.0,0.0,955,0,574,0,955,1,0
AE,CY,all_results_dist1915_AUTOENCODER.pkl,AUTOENCODER4,dist1915,0.8961284230406044,0.9452191235059761,110,949,470,0,110,0,0
AE,CY,all_results_dist1915_AUTOENCODER.pkl,AUTOENCODER5,dist1915,0.0,0.0,965,0,564,0,965,1,0
AE,CY,all_results_dist356_AUTOENCODER.pkl,AUTOENCODER,dist356,0.9616402116402116,0.9804450438300741,29,727,773,0,29,0,0
AE,CY,all_results_dist356_AUTOENCODER.pkl,AUTOENCODER2,dist356,0.0,0.0,1089,0,440,0,1089,1,0
AE,CY,all_results_dist356_AUTOENCODER.pkl,AUTOENCODER3,dist356,0.9625779625779626,0.9809322033898306,36,926,567,0,36,0,0
AE,CY,all_results_dist356_AUTOENCODER.pkl,AUTOENCODER4,dist356,0.0,0.0,1060,0,469,0,1060,1,0
AE,CY,all_results_dist356_AUTOENCODER.pkl,AUTOENCODER5,dist356,1.0,0.7859166329421287,0,971,29,529,0,0,1
AE,CY,all_results_dist399_AUTOENCODER.pkl,AUTOENCODER,dist399,1.0,0.6858710562414266,0,750,92,687,0,0,1
AE,CY,all_results_dist399_AUTOENCODER.pkl,AUTOENCODER2,dist399,0.0,0.0,1081,0,448,0,1081,1,0
AE,CY,all_results_dist399_AUTOENCODER.pkl,AUTOENCODER3,dist399,0.0,0.0,954,0,575,0,954,1,0
AE,CY,all_results_dist399_AUTOENCODER.pkl,AUTOENCODER4,dist399,0.0,0.0,1056,0,473,0,1056,1,0
AE,CY,all_results_dist399_AUTOENCODER.pkl,AUTOENCODER5,dist399,0.0,0.0,963,0,566,0,963,1,0
AE,CY,all_results_dist485_AUTOENCODER.pkl,AUTOENCODER,dist485,0.9336870026525199,0.9657064471879286,50,704,775,0,50,0,0
AE,CY,all_results_dist485_AUTOENCODER.pkl,AUTOENCODER2,dist485,0.0,0.0,1086,0,443,0,1086,1,0
AE,CY,all_results_dist485_AUTOENCODER.pkl,AUTOENCODER3,dist485,0.0,0.0,960,0,569,0,960,1,0
AE,CY,all_results_dist485_AUTOENCODER.pkl,AUTOENCODER4,dist485,0.0,0.0,1060,0,469,0,1060,1,0
AE,CY,all_results_dist485_AUTOENCODER.pkl,AUTOENCODER5,dist485,0.0,0.0,969,0,560,0,969,1,0
AE,CY,all_results_dist606_AUTOENCODER.pkl,AUTOENCODER,dist606,0.7843915343915344,0.8791697553743514,163,593,773,0,163,0,0
AE,CY,all_results_dist606_AUTOENCODER.pkl,AUTOENCODER2,dist606,0.0,0.0,1088,0,441,0,1088,1,0
AE,CY,all_results_dist606_AUTOENCODER.pkl,AUTOENCODER3,dist606,0.0,0.0,961,0,568,0,961,1,0
AE,CY,all_results_dist606_AUTOENCODER.pkl,AUTOENCODER4,dist606,0.0,0.0,1061,0,468,0,1061,1,0
AE,CY,all_results_dist606_AUTOENCODER.pkl,AUTOENCODER5,dist606,0.0,0.0,971,0,558,0,971,1,0
AE,Hanoi,all_results_16_AUTOENCODER.pkl,AUTOENCODER,16,0.9608355091383812,0.9800266311584553,30,736,49,0,30,0,0
AE,Hanoi,all_results_16_AUTOENCODER.pkl,AUTOENCODER2,16,0.9526315789473684,0.9757412398921833,27,543,245,0,27,0,0
AE,Hanoi,all_results_16_AUTOENCODER.pkl,AUTOENCODER3,16,0.9242819843342036,0.9606512890094979,29,354,432,0,29,0,0
AE,Hanoi,all_results_18_AUTOENCODER.pkl,AUTOENCODER,18,0.9622395833333334,0.9807564698075647,29,739,47,0,29,0,0
AE,Hanoi,all_results_18_AUTOENCODER.pkl,AUTOENCODER2,18,0.953125,0.976,27,549,239,0,27,0,0
AE,Hanoi,all_results_18_AUTOENCODER.pkl,AUTOENCODER3,18,0.9244791666666666,0.9607577807848444,29,355,431,0,29,0,0
AE,Hanoi,all_results_20_AUTOENCODER.pkl,AUTOENCODER,20,0.9622395833333334,0.9807564698075647,29,739,47,0,29,0,0
AE,Hanoi,all_results_20_AUTOENCODER.pkl,AUTOENCODER2,20,1.0,0.9320388349514563,0,576,155,84,0,0,1
AE,Hanoi,all_results_20_AUTOENCODER.pkl,AUTOENCODER3,20,0.9244791666666666,0.9607577807848444,29,355,431,0,29,0,0
AE,Hanoi,all_results_22_AUTOENCODER.pkl,AUTOENCODER,22,0.9622395833333334,0.9807564698075647,29,739,47,0,29,0,0
AE,Hanoi,all_results_22_AUTOENCODER.pkl,AUTOENCODER2,22,0.9547826086956521,0.9768683274021353,26,549,240,0,26,0,0
AE,Hanoi,all_results_22_AUTOENCODER.pkl,AUTOENCODER3,22,0.9244791666666666,0.9607577807848444,29,355,431,0,29,0,0
AE,Hanoi,all_results_25_AUTOENCODER.pkl,AUTOENCODER,25,0.9621409921671018,0.980705256154358,29,737,49,0,29,0,0
AE,Hanoi,all_results_25_AUTOENCODER.pkl,AUTOENCODER2,25,0.9529616724738676,0.975914362176628,27,547,241,0,27,0,0
AE,Hanoi,all_results_25_AUTOENCODER.pkl,AUTOENCODER3,25,0.9240837696335078,0.9605442176870749,29,353,433,0,29,0,0
AE,Hanoi,all_results_31_AUTOENCODER.pkl,AUTOENCODER,31,0.9619921363040629,0.9806279225116901,29,734,52,0,29,0,0
AE,Hanoi,all_results_31_AUTOENCODER.pkl,AUTOENCODER2,31,0.9492119089316988,0.9739442946990117,29,542,244,0,29,0,0
AE,Hanoi,all_results_31_AUTOENCODER.pkl,AUTOENCODER3,31,0.9186351706036745,0.957592339261286,31,350,434,0,31,0,0
AE,Hanoi,all_results_5_AUTOENCODER.pkl,AUTOENCODER,5,0.9622395833333334,0.9807564698075647,29,739,47,0,29,0,0
AE,Hanoi,all_results_5_AUTOENCODER.pkl,AUTOENCODER2,5,0.953125,0.976,27,549,239,0,27,0,0
AE,Hanoi,all_results_5_AUTOENCODER.pkl,AUTOENCODER3,5,0.9244791666666666,0.9607577807848444,29,355,431,0,29,0,0
AE,Hanoi,all_results_9_AUTOENCODER.pkl,AUTOENCODER,9,0.9609375,0.9800796812749004,30,738,47,0,30,0,0
AE,Hanoi,all_results_9_AUTOENCODER.pkl,AUTOENCODER2,9,0.9634782608695652,0.9813994685562445,21,554,240,0,21,0,0
AE,Hanoi,all_results_9_AUTOENCODER.pkl,AUTOENCODER3,9,0.9268929503916449,0.962059620596206,28,355,432,0,28,0,0
AE,Net1,all_results_11_AUTOENCODER.pkl,AUTOENCODER,11,1.0,0.8676716917922948,0,518,139,158,0,0,1
AE,Net1,all_results_11_AUTOENCODER.pkl,AUTOENCODER2,11,0.94375,0.9710610932475884,36,604,0,0,36,0,0
AE,Net1,all_results_11_AUTOENCODER.pkl,AUTOENCODER3,11,1.0,0.6332945285215367,0,272,53,315,0,0,1
AE,Net1,all_results_12_AUTOENCODER.pkl,AUTOENCODER,12,1.0,0.8979591836734694,0,528,167,120,0,0,1
AE,Net1,all_results_12_AUTOENCODER.pkl,AUTOENCODER2,12,0.946875,0.9727126805778491,34,606,0,0,34,0,0
AE,Net1,all_results_12_AUTOENCODER.pkl,AUTOENCODER3,12,1.0,0.6238738738738738,0,277,29,334,0,0,1
AE,Net1,all_results_13_AUTOENCODER.pkl,AUTOENCODER,13,1.0,0.8774302620456467,0,519,151,145,0,0,1
AE,Net1,all_results_13_AUTOENCODER.pkl,AUTOENCODER2,13,0.9546875,0.9768185451638689,29,611,0,0,29,0,0
AE,Net1,all_results_13_AUTOENCODER.pkl,AUTOENCODER3,13,0.7867647058823529,0.8806584362139918,58,214,368,0,58,0,0
AE,Net1,all_results_21_AUTOENCODER.pkl,AUTOENCODER,21,1.0,0.864592094196804,0,514,140,161,0,0,1
AE,Net1,all_results_21_AUTOENCODER.pkl,AUTOENCODER2,21,0.9546875,0.9768185451638689,29,611,0,0,29,0,0
AE,Net1,all_results_21_AUTOENCODER.pkl,AUTOENCODER3,21,1.0,0.6113636363636363,0,269,29,342,0,0,1
AE,Net1,all_results_22_AUTOENCODER.pkl,AUTOENCODER,22,1.0,0.8778054862842892,0,528,140,147,0,0,1
AE,Net1,all_results_22_AUTOENCODER.pkl,AUTOENCODER2,22,0.9265625,0.9618815896188159,47,593,0,0,47,0,0
AE,Net1,all_results_22_AUTOENCODER.pkl,AUTOENCODER3,22,1.0,0.6407119021134594,0,288,29,323,0,0,1
AE,Net1,all_results_23_AUTOENCODER.pkl,AUTOENCODER,23,1.0,0.8797953964194374,0,516,158,141,0,0,1
AE,Net1,all_results_23_AUTOENCODER.pkl,AUTOENCODER2,23,0.9546875,0.9768185451638689,29,611,0,0,29,0,0
AE,Net1,all_results_23_AUTOENCODER.pkl,AUTOENCODER3,23,0.8514492753623188,0.9197651663405088,41,235,364,0,41,0,0
AE,Net1,all_results_31_AUTOENCODER.pkl,AUTOENCODER,31,1.0,0.8585858585858586,0,510,137,168,0,0,1
AE,Net1,all_results_31_AUTOENCODER.pkl,AUTOENCODER2,31,0.9591836734693877,0.9791666666666666,26,611,3,0,26,0,0
AE,Net1,all_results_31_AUTOENCODER.pkl,AUTOENCODER3,31,1.0,0.6207701283547258,0,266,49,325,0,0,1
AE,Net1,all_results_32_AUTOENCODER.pkl,AUTOENCODER,32,0.9325626204238922,0.9651046859421735,35,484,296,0,35,0,0
AE,Net1,all_results_32_AUTOENCODER.pkl,AUTOENCODER2,32,0.9546875,0.9768185451638689,29,611,0,0,29,0,0
AE,Net1,all_results_32_AUTOENCODER.pkl,AUTOENCODER3,32,0.9035714285714286,0.949343339587242,27,253,360,0,27,0,0
CNN_SVR,CY,all_results_dist1028_CNN.pkl,CNN,dist1028,0.9604743083003953,0.9798387096774194,30,729,970,0,30,0,0
CNN_SVR,CY,all_results_dist1028_CNN.pkl,CNN2,dist1028,0.9744292237442922,0.9870490286771508,28,1067,634,0,28,0,0
CNN_SVR,CY,all_results_dist1028_CNN.pkl,CNN3,dist1028,0.9855072463768116,0.9927007299270073,14,952,763,0,14,0,0
CNN_SVR,CY,all_results_dist1028_CNN.pkl,CNN4,dist1028,0.9868173258003766,0.9933649289099526,14,1048,667,0,14,0,0
CNN_SVR,CY,all_results_dist1028_CNN.pkl,CNN5,dist1028,0.985655737704918,0.9927760577915377,14,962,753,0,14,0,0
CNN_SVR,CY,all_results_dist1332_CNN.pkl,CNN,dist1332,1.0,0.6951331496786042,0,757,308,664,0,0,1
CNN_SVR,CY,all_results_dist1332_CNN.pkl,CNN2,dist1332,0.992633517495396,0.9963031423290203,8,1078,643,0,8,0,0
CNN_SVR,CY,all_results_dist1332_CNN.pkl,CNN3,dist1332,0.9843912591050988,0.9921342422653382,15,946,768,0,15,0,0
CNN_SVR,CY,all_results_dist1332_CNN.pkl,CNN4,dist1332,0.9886792452830189,0.9943074003795066,12,1048,669,0,12,0,0
CNN_SVR,CY,all_results_dist1332_CNN.pkl,CNN5,dist1332,1.0,0.8151260504201681,0,970,319,440,0,0,1
CNN_SVR,CY,all_results_dist1363_CNN.pkl,CNN,dist1363,0.8919631093544137,0.9428969359331476,82,677,970,0,82,0,0
CNN_SVR,CY,all_results_dist1363_CNN.pkl,CNN2,dist1363,0.9597806215722121,0.9794776119402985,44,1050,635,0,44,0,0
CNN_SVR,CY,all_results_dist1363_CNN.pkl,CNN3,dist1363,0.9596273291925466,0.9793977812995246,39,927,763,0,39,0,0
CNN_SVR,CY,all_results_dist1363_CNN.pkl,CNN4,dist1363,0.963276836158192,0.981294964028777,39,1023,667,0,39,0,0
CNN_SVR,CY,all_results_dist1363_CNN.pkl,CNN5,dist1363,0.9600409836065574,0.9796131730266597,39,937,753,0,39,0,0
CNN_SVR,CY,all_results_dist1459_CNN.pkl,CNN,dist1459,0.9565217391304348,0.9777777777777777,33,726,970,0,33,0,0
CNN_SVR,CY,all_results_dist1459_CNN.pkl,CNN2,dist1459,1.0,0.9074304690743047,0,1093,413,223,0,0,1
CNN_SVR,CY,all_results_dist1459_CNN.pkl,CNN3,dist1459,0.9699792960662525,0.9847609038360483,29,937,763,0,29,0,0
CNN_SVR,CY,all_results_dist1459_CNN.pkl,CNN4,dist1459,0.9698681732580038,0.9847036328871893,32,1030,667,0,32,0,0
CNN_SVR,CY,all_results_dist1459_CNN.pkl,CNN5,dist1459,1.0,0.8483268144285093,0,976,404,349,0,0,1
CNN_SVR,CY,all_results_dist1464_CNN.pkl,CNN,dist1464,0.8906455862977603,0.9421602787456446,83,676,970,0,83,0,0
CNN_SVR,CY,all_results_dist1464_CNN.pkl,CNN2,dist1464,1.0,0.9462738301559792,0,1092,513,124,0,0,1
CNN_SVR,CY,all_results_dist1464_CNN.pkl,CNN3,dist1464,0.9182194616977226,0.9573664328116568,79,887,763,0,79,0,0
CNN_SVR,CY,all_results_dist1464_CNN.pkl,CNN4,dist1464,0.9218455743879472,0.9593336599706026,83,979,667,0,83,0,0
CNN_SVR,CY,all_results_dist1464_CNN.pkl,CNN5,dist1464,0.9190573770491803,0.9578216764548853,79,897,753,0,79,0,0
CNN_SVR,CY,all_results_dist1915_CNN.pkl,CNN,dist1915,1.0,0.7015413358243812,0,751,339,639,0,0,1
CNN_SVR,CY,all_results_dist1915_CNN.pkl,CNN2,dist1915,0.963855421686747,0.9815950920245399,39,1040,650,0,39,0,0
CNN_SVR,CY,all_results_dist1915_CNN.pkl,CNN3,dist1915,0.9654450261780104,0.9824187533297816,33,922,774,0,33,0,0
CNN_SVR,CY,all_results_dist1915_CNN.pkl,CNN4,dist1915,0.9622285174693107,0.9807507218479307,40,1019,670,0,40,0,0
CNN_SVR,CY,all_results_dist1915_CNN.pkl,CNN5,dist1915,0.9782383419689119,0.9889994761655317,21,944,764,0,21,0,0
CNN_SVR,CY,all_results_dist356_CNN.pkl,CNN,dist356,0.9682539682539683,0.9838709677419355,24,732,973,0,24,0,0
CNN_SVR,CY,all_results_dist356_CNN.pkl,CNN2,dist356,0.9614325068870524,0.9803370786516854,42,1047,640,0,42,0,0
CNN_SVR,CY,all_results_dist356_CNN.pkl,CNN3,dist356,0.9760914760914761,0.9879011046817464,23,939,767,0,23,0,0
CNN_SVR,CY,all_results_dist356_CNN.pkl,CNN4,dist356,0.9773584905660377,0.9885496183206107,24,1036,669,0,24,0,0
CNN_SVR,CY,all_results_dist356_CNN.pkl,CNN5,dist356,1.0,0.8581528943879806,0,971,437,321,0,0,1
CNN_SVR,CY,all_results_dist399_CNN.pkl,CNN,dist399,0.0,0.0,750,0,979,0,750,1,0
CNN_SVR,CY,all_results_dist399_CNN.pkl,CNN2,dist399,0.967622571692877,0.9835448989186648,35,1046,648,0,35,0,0
CNN_SVR,CY,all_results_dist399_CNN.pkl,CNN3,dist399,0.9643605870020965,0.9818569903948773,34,920,775,0,34,0,0
CNN_SVR,CY,all_results_dist399_CNN.pkl,CNN4,dist399,0.9801136363636364,0.9899569583931134,21,1035,673,0,21,0,0
CNN_SVR,CY,all_results_dist399_CNN.pkl,CNN5,dist399,0.9927310488058152,0.9963522668056279,7,956,766,0,7,0,0
CNN_SVR,CY,all_results_dist485_CNN.pkl,CNN,dist485,0.9628647214854111,0.981081081081081,28,726,975,0,28,0,0
CNN_SVR,CY,all_results_dist485_CNN.pkl,CNN2,dist485,0.9779005524861878,0.9888268156424581,24,1062,643,0,24,0,0
CNN_SVR,CY,all_results_dist485_CNN.pkl,CNN3,dist485,0.965625,0.9825119236883942,33,927,769,0,33,0,0
CNN_SVR,CY,all_results_dist485_CNN.pkl,CNN4,dist485,0.9688679245283018,0.9841878294202204,33,1027,669,0,33,0,0
CNN_SVR,CY,all_results_dist485_CNN.pkl,CNN5,dist485,0.9680082559339526,0.983744100681699,31,938,760,0,31,0,0
CNN_SVR,CY,all_results_dist606_CNN.pkl,CNN,dist606,0.9801587301587301,0.9899799599198397,15,741,973,0,15,0,0
CNN_SVR,CY,all_results_dist606_CNN.pkl,CNN2,dist606,0.9816176470588235,0.9907235621521335,20,1068,641,0,20,0,0
CNN_SVR,CY,all_results_dist606_CNN.pkl,CNN3,dist606,0.9448491155046826,0.9716425896201177,53,908,768,0,53,0,0
CNN_SVR,CY,all_results_dist606_CNN.pkl,CNN4,dist606,0.9811498586239397,0.9904852521408183,20,1041,668,0,20,0,0
CNN_SVR,CY,all_results_dist606_CNN.pkl,CNN5,dist606,0.976313079299691,0.9880145909327774,23,948,758,0,23,0,0
CNN_SVR,Hanoi,all_results_16_CNN.pkl,CNN,16,0.9895561357702349,0.994750656167979,4,379,482,0,4,0,0
CNN_SVR,Hanoi,all_results_16_CNN.pkl,CNN2,16,0.9947780678851175,0.9973821989528796,4,762,99,0,4,0,0
CNN_SVR,Hanoi,all_results_16_CNN.pkl,CNN3,16,0.9947368421052631,0.9973614775725593,3,567,295,0,3,0,0
CNN_SVR,Hanoi,all_results_18_CNN.pkl,CNN,18,0.9895833333333334,0.9947643979057592,4,380,481,0,4,0,0
CNN_SVR,Hanoi,all_results_18_CNN.pkl,CNN2,18,0.9947916666666666,0.9973890339425587,4,764,97,0,4,0,0
CNN_SVR,Hanoi,all_results_18_CNN.pkl,CNN3,18,0.9930555555555556,0.9965156794425087,4,572,289,0,4,0,0
CNN_SVR,Hanoi,all_results_20_CNN.pkl,CNN,20,0.9895833333333334,0.9947643979057592,4,380,481,0,4,0,0
CNN_SVR,Hanoi,all_results_20_CNN.pkl,CNN2,20,0.9947916666666666,0.9973890339425587,4,764,97,0,4,0,0
CNN_SVR,Hanoi,all_results_20_CNN.pkl,CNN3,20,0.9930555555555556,0.9965156794425087,4,572,289,0,4,0,0
CNN_SVR,Hanoi,all_results_22_CNN.pkl,CNN,22,0.9921875,0.996078431372549,3,381,481,0,3,0,0
CNN_SVR,Hanoi,all_results_22_CNN.pkl,CNN2,22,0.99609375,0.9980430528375733,3,765,97,0,3,0,0
CNN_SVR,Hanoi,all_results_22_CNN.pkl,CNN3,22,0.9947826086956522,0.997384481255449,3,572,290,0,3,0,0
CNN_SVR,Hanoi,all_results_25_CNN.pkl,CNN,25,0.9895287958115183,0.9947368421052631,4,378,483,0,4,0,0
CNN_SVR,Hanoi,all_results_25_CNN.pkl,CNN2,25,0.9947780678851175,0.9973821989528796,4,762,99,0,4,0,0
CNN_SVR,Hanoi,all_results_25_CNN.pkl,CNN3,25,0.9930313588850174,0.9965034965034965,4,570,291,0,4,0,0
CNN_SVR,Hanoi,all_results_31_CNN.pkl,CNN,31,0.9868766404199475,0.9933949801849405,5,376,484,0,5,0,0
CNN_SVR,Hanoi,all_results_31_CNN.pkl,CNN2,31,0.9960681520314548,0.9980302035456337,3,760,102,0,3,0,0
CNN_SVR,Hanoi,all_results_31_CNN.pkl,CNN3,31,0.9947460595446584,0.9973661106233538,3,568,294,0,3,0,0
CNN_SVR,Hanoi,all_results_5_CNN.pkl,CNN,5,0.9895833333333334,0.9947643979057592,4,380,481,0,4,0,0
CNN_SVR,Hanoi,all_results_5_CNN.pkl,CNN2,5,0.9947916666666666,0.9973890339425587,4,764,97,0,4,0,0
CNN_SVR,Hanoi,all_results_5_CNN.pkl,CNN3,5,0.9930555555555556,0.9965156794425087,4,572,289,0,4,0,0
CNN_SVR,Hanoi,all_results_9_CNN.pkl,CNN,9,0.9895561357702349,0.994750656167979,4,379,482,0,4,0,0
CNN_SVR,Hanoi,all_results_9_CNN.pkl,CNN2,9,0.9934895833333334,0.9967341606792945,5,763,97,0,5,0,0
CNN_SVR,Hanoi,all_results_9_CNN.pkl,CNN3,9,0.9930434782608696,0.9965095986038395,4,571,290,0,4,0,0
CNN_SVR,Net1,all_results_11_CNN.pkl,CNN,11,0.9826254826254827,0.991236611489776,9,509,347,0,9,0,0
CNN_SVR,Net1,all_results_11_CNN.pkl,CNN2,11,0.9654676258992806,0.9824304538799414,24,671,170,0,24,0,0
CNN_SVR,Net1,all_results_11_CNN.pkl,CNN3,11,0.8566176470588235,0.9227722772277228,39,233,593,0,39,0,0
CNN_SVR,Net1,all_results_12_CNN.pkl,CNN,12,0.9488636363636364,0.9737609329446064,27,501,337,0,27,0,0
CNN_SVR,Net1,all_results_12_CNN.pkl,CNN2,12,0.9642346208869814,0.9817916970138383,25,674,166,0,25,0,0
CNN_SVR,Net1,all_results_12_CNN.pkl,CNN3,12,0.9494584837545126,0.9740740740740741,14,263,588,0,14,0,0
CNN_SVR,Net1,all_results_13_CNN.pkl,CNN,13,0.9653179190751445,0.9823529411764705,18,501,346,0,18,0,0
CNN_SVR,Net1,all_results_13_CNN.pkl,CNN2,13,0.9841726618705036,0.9920232052211748,11,684,170,0,11,0,0
CNN_SVR,Net1,all_results_13_CNN.pkl,CNN3,13,0.9485294117647058,0.9735849056603774,14,258,593,0,14,0,0
CNN_SVR,Net1,all_results_21_CNN.pkl,CNN,21,0.9241245136186771,0.9605662285136501,39,475,351,0,39,0,0
CNN_SVR,Net1,all_results_21_CNN.pkl,CNN2,21,0.9447592067988668,0.9715950473415877,39,667,159,0,39,0,0
CNN_SVR,Net1,all_results_21_CNN.pkl,CNN3,21,0.8475836431226765,0.9175050301810865,41,228,596,0,41,0,0
CNN_SVR,Net1,all_results_22_CNN.pkl,CNN,22,0.9696969696969697,0.9846153846153847,16,512,337,0,16,0,0
CNN_SVR,Net1,all_results_22_CNN.pkl,CNN2,22,0.9541666666666667,0.976545842217484,33,687,145,0,33,0,0
CNN_SVR,Net1,all_results_22_CNN.pkl,CNN3,22,0.9201388888888888,0.9584086799276673,23,265,577,0,23,0,0
CNN_SVR,Net1,all_results_23_CNN.pkl,CNN,23,0.9651162790697675,0.9822485207100592,18,498,349,0,18,0,0
CNN_SVR,Net1,all_results_23_CNN.pkl,CNN2,23,0.98,0.98989898989899,14,686,165,0,14,0,0
CNN_SVR,Net1,all_results_23_CNN.pkl,CNN3,23,0.9528985507246377,0.9758812615955473,13,263,589,0,13,0,0
CNN_SVR,Net1,all_results_31_CNN.pkl,CNN,31,0.9352941176470588,0.9665653495440729,33,477,355,0,33,0,0
CNN_SVR,Net1,all_results_31_CNN.pkl,CNN2,31,0.9543509272467903,0.9766423357664233,32,669,164,0,32,0,0
CNN_SVR,Net1,all_results_31_CNN.pkl,CNN3,31,0.9285714285714286,0.9629629629629629,19,247,599,0,19,0,0
CNN_SVR,Net1,all_results_32_CNN.pkl,CNN,32,0.9730250481695568,0.986328125,14,505,346,0,14,0,0
CNN_SVR,Net1,all_results_32_CNN.pkl,CNN2,32,0.9622377622377623,0.9807555238774056,27,688,150,0,27,0,0
CNN_SVR,Net1,all_results_32_CNN.pkl,CNN3,32,0.9178571428571428,0.957169459962756,23,257,585,0,23,0,0
CNN_SVR,small_chlorination,all_results_dist420_CNN.pkl,CNN2,dist420,0.996299722479186,0.9981464318813716,4,1077,648,0,4,0,0
CNN_SVR,small_chlorination,all_results_dist420_CNN.pkl,CNN3,dist420,0.8873826903023984,0.9403314917127071,108,851,770,0,108,0,0
CNN_SVR,small_chlorination,all_results_dist420_CNN.pkl,CNN4,dist420,0.9146110056925996,0.9554013875123885,90,964,675,0,90,0,0
CNN_SVR,small_chlorination,all_results_dist64_CNN.pkl,CNN2,dist64,1.0,0.7865334813170551,0,1063,89,577,0,0,1
CNN_SVR,small_chlorination,all_results_dist64_CNN.pkl,CNN3,dist64,1.0,0.7212475633528265,0,925,89,715,0,0,1
CNN_SVR,small_chlorination,all_results_dist64_CNN.pkl,CNN4,dist64,1.0,0.7696924231057765,0,1026,89,614,0,0,1
CNN_SVR,ageing_network,all_results_dist1332_CNN.pkl,CNN2,dist1332,0.9693877551020408,0.9844559585492227,39,1235,1319,0,39,0,0
CNN_SVR,ageing_network,all_results_dist1332_CNN.pkl,CNN3,dist1332,1.0,0.8801274392672243,0,1105,1187,301,0,0,1
CNN_SVR,ageing_network,all_results_dist1332_CNN.pkl,CNN4,dist1332,0.9632014719411224,0.9812558575445174,40,1047,1506,0,40,0,0
CNN_SVR,ageing_network,all_results_dist1915_CNN.pkl,CNN2,dist1915,0.9822616407982262,0.9910514541387024,24,1329,1240,0,24,0,0
