pressure [meter] at 2,pressure [meter] at 3,pressure [meter] at 4,pressure [meter] at 5,pressure [meter] at 6,pressure [meter] at 7,pressure [meter] at 8,pressure [meter] at 9,pressure [meter] at 10,pressure [meter] at 11,pressure [meter] at 12,pressure [meter] at 13,pressure [meter] at 14,pressure [meter] at 15,pressure [meter] at 16,pressure [meter] at 17,pressure [meter] at 18,pressure [meter] at 19,pressure [meter] at 20,pressure [meter] at 21,pressure [meter] at 22,pressure [meter] at 23,pressure [meter] at 24,pressure [meter] at 25,pressure [meter] at 26,pressure [meter] at 27,pressure [meter] at 28,pressure [meter] at 29,pressure [meter] at 30,pressure [meter] at 31,pressure [meter] at 32,pressure [meter] at 1,flow [cubic meter/hr] at 1,flow [cubic meter/hr] at 2,flow [cubic meter/hr] at 3,flow [cubic meter/hr] at 4,flow [cubic meter/hr] at 5,flow [cubic meter/hr] at 6,flow [cubic meter/hr] at 7,flow [cubic meter/hr] at 8,flow [cubic meter/hr] at 9,flow [cubic meter/hr] at 10,flow [cubic meter/hr] at 11,flow [cubic meter/hr] at 12,flow [cubic meter/hr] at 13,flow [cubic meter/hr] at 14,flow [cubic meter/hr] at 15,flow [cubic meter/hr] at 16,flow [cubic meter/hr] at 17,flow [cubic meter/hr] at 18,flow [cubic meter/hr] at 19,flow [cubic meter/hr] at 20,flow [cubic meter/hr] at 21,flow [cubic meter/hr] at 22,flow [cubic meter/hr] at 23,flow [cubic meter/hr] at 24,flow [cubic meter/hr] at 25,flow [cubic meter/hr] at 26,flow [cubic meter/hr] at 27,flow [cubic meter/hr] at 28,flow [cubic meter/hr] at 29,flow [cubic meter/hr] at 30,flow [cubic meter/hr] at 31,flow [cubic meter/hr] at 32,flow [cubic meter/hr] at 33,flow [cubic meter/hr] at 34,bulk_species_node [MG] at Chlorine @ 2,bulk_species_node [MG] at Chlorine @ 3,bulk_species_node [MG] at Chlorine @ 4,bulk_species_node [MG] at Chlorine @ 5,bulk_species_node [MG] at Chlorine @ 6,bulk_species_node [MG] at Chlorine @ 7,bulk_species_node [MG] at Chlorine @ 8,bulk_species_node [MG] at Chlorine @ 9,bulk_species_node [MG] at Chlorine @ 10,bulk_species_node [MG] at Chlorine @ 11,bulk_species_node [MG] at Chlorine @ 12,bulk_species_node [MG] at Chlorine @ 13,bulk_species_node [MG] at Chlorine @ 14,bulk_species_node [MG] at Chlorine @ 15,bulk_species_node [MG] at Chlorine @ 16,bulk_species_node [MG] at Chlorine @ 17,bulk_species_node [MG] at Chlorine @ 18,bulk_species_node [MG] at Chlorine @ 19,bulk_species_node [MG] at Chlorine @ 20,bulk_species_node [MG] at Chlorine @ 21,bulk_species_node [MG] at Chlorine @ 22,bulk_species_node [MG] at Chlorine @ 23,bulk_species_node [MG] at Chlorine @ 24,bulk_species_node [MG] at Chlorine @ 25,bulk_species_node [MG] at Chlorine @ 26,bulk_species_node [MG] at Chlorine @ 27,bulk_species_node [MG] at Chlorine @ 28,bulk_species_node [MG] at Chlorine @ 29,bulk_species_node [MG] at Chlorine @ 30,bulk_species_node [MG] at Chlorine @ 31,bulk_species_node [MG] at Chlorine @ 32,bulk_species_node [MG] at Chlorine @ 1,bulk_species_node [MG] at AsIII @ 2,bulk_species_node [MG] at AsIII @ 3,bulk_species_node [MG] at AsIII @ 4,bulk_species_node [MG] at AsIII @ 5,bulk_species_node [MG] at AsIII @ 6,bulk_species_node [MG] at AsIII @ 7,bulk_species_node [MG] at AsIII @ 8,bulk_species_node [MG] at AsIII @ 9,bulk_species_node [MG] at AsIII @ 10,bulk_species_node [MG] at AsIII @ 11,bulk_species_node [MG] at AsIII @ 12,bulk_species_node [MG] at AsIII @ 13,bulk_species_node [MG] at AsIII @ 14,bulk_species_node [MG] at AsIII @ 15,bulk_species_node [MG] at AsIII @ 16,bulk_species_node [MG] at AsIII @ 17,bulk_species_node [MG] at AsIII @ 18,bulk_species_node [MG] at AsIII @ 19,bulk_species_node [MG] at AsIII @ 20,bulk_species_node [MG] at AsIII @ 21,bulk_species_node [MG] at AsIII @ 22,bulk_species_node [MG] at AsIII @ 23,bulk_species_node [MG] at AsIII @ 24,bulk_species_node [MG] at AsIII @ 25,bulk_species_node [MG] at AsIII @ 26,bulk_species_node [MG] at AsIII @ 27,bulk_species_node [MG] at AsIII @ 28,bulk_species_node [MG] at AsIII @ 29,bulk_species_node [MG] at AsIII @ 30,bulk_species_node [MG] at AsIII @ 31,bulk_species_node [MG] at AsIII @ 32,bulk_species_node [MG] at AsIII @ 1
68.746765,52.806473,51.255226,49.625053,48.023563,47.487465,46.955658,46.460613,46.11212,45.399715,44.947186,43.05987,43.127846,42.76375,42.609413,44.659443,48.188747,51.85606,48.75641,46.77375,44.625603,46.22707,43.998936,42.97601,41.731537,41.69784,42.540504,40.655056,40.351288,40.572136,41.196583,0.0,11808.388,11336.6045,4621.5757,4532.855,4027.9832,3441.4941,2609.3057,2345.4756,2036.1705,1176.6017,915.3214,618.74286,580.22424,251.17606,65.63443,282.1232,-811.9868,-1636.5559,-1669.6688,4479.811,744.1642,288.96042,3032.8577,2010.9343,1480.2339,-650.2786,-42.723465,159.76213,450.82672,258.10522,59.383255,-162.44914,224.52194,729.93024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.746765,52.806473,51.255222,49.62505,48.023563,47.48746,46.955658,46.460613,46.11212,45.399715,44.94718,43.05987,43.127842,42.76375,42.60941,44.659443,48.188744,51.85606,48.756405,46.773746,44.6256,46.22707,43.99893,42.976006,41.731537,41.697838,42.540504,40.655056,40.351288,40.572132,41.19658,0.0,11808.389,11336.605,4621.576,4532.8555,4027.9834,3441.4941,2609.3057,2345.4756,2036.1707,1176.6017,915.3214,618.7429,580.2243,251.17607,65.63443,282.12323,-811.9869,-1636.5559,-1669.669,4479.811,744.1642,288.96042,3032.858,2010.9344,1480.2339,-650.2786,-42.723473,159.76213,450.82675,258.10526,59.38326,-162.44916,224.52197,729.9303,0.50806385,0.50702375,0.5068794,0.23294698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50243366,0.50693196,0.0867632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.97788,55.953026,54.762867,53.51075,52.279293,51.86742,51.440483,51.044613,50.76477,50.23453,49.88857,48.56203,48.249428,47.87396,47.6346,48.961136,51.76731,55.091396,52.55903,50.75607,48.89992,50.549797,48.732285,47.938667,47.054676,46.998848,47.595512,46.107483,45.82694,45.993813,46.469116,0.0,10577.603,10165.206,4005.4756,3930.9639,3495.2295,2984.9053,2317.5054,2078.7668,1808.699,1003.1783,791.77527,511.48135,529.0641,255.38264,83.183334,223.03053,-717.43604,-1551.9851,-1583.5552,4072.093,706.951,267.04062,2678.3623,1801.4846,1290.6532,-540.6245,-56.111423,131.51317,400.02042,227.13663,56.887264,-139.63884,193.75844,658.28406,0.5080638,0.5076381,0.5058355,0.50566936,0.50237834,0.4391772,0.0065476806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50283945,0.5057504,0.50737625,0.5056048,0.4203743,0.061544128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50810736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.97788,55.953026,54.762867,53.510746,52.279293,51.86742,51.440483,51.04461,50.76477,50.234528,49.88857,48.56203,48.249428,47.87396,47.6346,48.961136,51.76731,55.091396,52.55903,50.75607,48.899918,50.549793,48.732285,47.938663,47.054676,46.998848,47.59551,46.107483,45.826935,45.993813,46.469112,0.0,10577.603,10165.206,4005.4758,3930.9639,3495.2297,2984.9055,2317.5054,2078.767,1808.6991,1003.17834,791.7753,511.48135,529.06415,255.38266,83.183334,223.03056,-717.43604,-1551.9852,-1583.5553,4072.093,706.95105,267.04065,2678.3625,1801.4847,1290.6533,-540.6245,-56.11143,131.51318,400.02048,227.13664,56.887264,-139.63885,193.75847,658.28406,0.56717527,0.5664765,0.5653504,0.5091233,0.50258404,0.50258404,0.5007431,0.22491877,0.00018437461,9.33431e-05,2.4297833e-05,0.0,0.00013964284,7.5843695e-05,6.2150207e-06,0.50265414,0.56396556,0.5660173,0.5042792,0.50245464,0.5013111,0.50016,0.055940285,0.0,0.0,1.2729657e-06,0.0,0.0,0.0,0.0,0.0,0.5672296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.18882,58.8682,57.884106,56.84848,55.821022,55.484932,55.13684,54.820976,54.59874,54.163403,53.869495,52.6562,52.552498,52.27964,52.170242,53.429035,55.648468,58.204002,56.33002,55.009853,53.70241,54.66575,53.18696,52.55458,51.799606,51.72593,52.339336,51.165047,50.962536,51.09367,51.4609,0.0,9336.521,8964.876,3614.6838,3548.004,3169.6074,2674.5356,2075.59,1840.1907,1597.0461,901.84656,725.04065,487.42178,473.26746,214.94656,54.505165,216.80681,-632.0864,-1346.5718,-1375.959,3480.8157,597.451,221.0042,2419.3413,1611.6351,1141.6951,-496.4793,-65.178635,108.38045,351.60352,199.87599,47.707066,-122.598495,168.56554,561.2295,0.56717527,0.56647605,0.5654949,0.56394875,0.5562018,0.5213453,0.49989834,0.49789512,0.43043822,0.00010739429,6.53471e-05,1.345709e-05,0.13709968,0.000119306555,2.1647098e-05,0.56058836,0.56445056,0.5660164,0.5636074,0.52513087,0.5010148,0.4993241,0.49786156,0.13126452,0.0,8.433926e-06,0.49741417,0.0,0.0,0.0,0.0,0.56722957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.18882,58.8682,57.884106,56.848476,55.821022,55.484932,55.13684,54.820972,54.59874,54.1634,53.869495,52.656197,52.552494,52.27964,52.17024,53.42903,55.648468,58.204,56.330017,55.00985,53.70241,54.66575,53.18696,52.55458,51.799603,51.72593,52.339336,51.165043,50.962532,51.093666,51.4609,0.0,9336.521,8964.876,3614.684,3548.0042,3169.6074,2674.5356,2075.5903,1840.1908,1597.0461,901.8466,725.0407,487.4218,473.26752,214.94658,54.50517,216.80682,-632.0865,-1346.5719,-1375.9591,3480.816,597.45105,221.00421,2419.3416,1611.6353,1141.6951,-496.47934,-65.17864,108.380455,351.60355,199.876,47.707066,-122.59851,168.56557,561.22955,0.6425604,0.6414839,0.6388924,0.56235754,0.56043506,0.5602512,0.55493855,0.49795744,0.49648368,0.43945676,6.493996e-05,2.4130259e-05,0.4948425,0.40090397,0.37951604,0.5607247,0.6325284,0.64105326,0.5622978,0.5605681,0.558632,0.5481503,0.49765766,0.49446324,0.42291445,0.0013371512,0.49613765,0.0,0.0,0.0,0.4297309,0.6426301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.348404,61.044987,60.2549,59.423744,58.595577,58.317966,58.039635,57.777256,57.588737,57.212658,56.958378,55.927402,55.960964,55.75218,55.67312,56.63092,58.403385,60.50131,58.96764,57.877182,56.732716,57.626926,56.455067,55.958218,55.409985,55.369503,55.717793,54.698753,54.508667,54.67079,55.057343,0.0,8294.965,7971.607,3210.5422,3150.7017,2821.248,2412.2502,1839.4825,1664.7743,1461.2842,833.3335,670.50543,446.39594,418.2679,186.02554,45.736607,187.06447,-559.81177,-1210.4849,-1234.9623,3123.9033,538.85864,205.67499,2152.79,1421.394,1002.2799,-417.6993,-47.172817,88.23943,316.00772,185.14345,46.10321,-137.47719,173.29811,505.43036,0.64256036,0.6416043,0.6398724,0.6383649,0.5960491,0.56242895,0.55698633,0.55537176,0.49858856,0.49342746,0.12164926,2.8457052e-05,0.49344143,0.4925167,0.4160682,0.6020566,0.63889337,0.64057916,0.63692164,0.5590165,0.5589479,0.5570842,0.5550483,0.49437493,0.49297884,0.41764084,0.53065205,0.17705053,0.02814306,0.13842236,0.49297884,0.64263004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.348404,61.044987,60.2549,59.423744,58.595577,58.317963,58.03963,57.777252,57.588734,57.212654,56.958378,55.9274,55.96096,55.752174,55.673115,56.630917,58.403385,60.501305,58.96764,57.877182,56.73271,57.626926,56.455063,55.958214,55.409985,55.3695,55.717793,54.69875,54.508663,54.670788,55.057343,0.0,8294.965,7971.608,3210.5425,3150.702,2821.248,2412.2505,1839.4827,1664.7744,1461.2843,833.33356,670.50543,446.39594,418.26794,186.02556,45.73661,187.06448,-559.8118,-1210.485,-1234.9624,3123.9036,538.8587,205.67502,2152.79,1421.3942,1002.27997,-417.69934,-47.17283,88.23944,316.00775,185.14346,46.10321,-137.4772,173.29816,505.43042,0.7232336,0.72210455,0.7157137,0.63712853,0.63455385,0.633213,0.58531237,0.55515414,0.55209047,0.49494997,0.48779732,2.8279752e-05,0.54104435,0.49220762,0.49845192,0.6348592,0.6922599,0.7208707,0.63693255,0.63271856,0.6260944,0.5555336,0.5536757,0.54858226,0.49154192,0.4310256,0.55339223,0.48817456,0.3657402,0.48859042,0.49154812,0.72332186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.4248,62.13925,61.434486,60.69155,59.961708,59.722008,59.48413,59.2667,59.115833,58.81096,58.6056,57.712357,57.783546,57.57632,57.464485,58.196735,59.82499,61.662064,60.329166,59.280277,58.129765,59.21306,58.18958,57.74549,57.224346,57.182777,57.480488,56.663185,56.535004,56.665806,56.982086,0.0,7754.7964,7428.126,3018.4302,2965.4695,2635.1448,2228.3813,1689.9065,1504.1501,1295.651,744.0417,597.44867,413.1343,375.38812,185.27266,55.157234,161.81685,-534.73883,-1126.741,-1150.9673,2900.033,527.6677,206.26082,1949.8663,1321.1956,943.3276,-406.42688,-47.849854,84.742065,299.87558,164.35225,37.267906,-122.43242,155.50435,462.20377,0.7232336,0.7221045,0.7197755,0.71725196,0.63704395,0.6324961,0.6307173,0.60537356,0.5517211,0.54848933,0.487298,2.8103554e-05,0.5499137,0.54794675,0.53656995,0.63991493,0.71926564,0.7208665,0.71660066,0.63279295,0.63121563,0.6288327,0.58001304,0.5501621,0.5483738,0.48393005,0.5520723,0.48700333,0.36483696,0.48738915,0.5483738,0.72332186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.4248,62.13925,61.434486,60.69155,59.961704,59.722004,59.48413,59.2667,59.115833,58.81096,58.605595,57.712357,57.783546,57.57632,57.46448,58.19673,59.82499,61.662064,60.329163,59.280277,58.129765,59.21306,58.189575,57.74549,57.224342,57.182777,57.480484,56.66318,56.535,56.665806,56.982086,0.0,7754.797,7428.1265,3018.4304,2965.4697,2635.145,2228.3816,1689.9066,1504.1503,1295.6511,744.04175,597.44867,413.1343,375.38818,185.27267,55.157238,161.81688,-534.7389,-1126.7411,-1150.9673,2900.0332,527.6678,206.26085,1949.8666,1321.1957,943.3277,-406.4269,-47.84986,84.74207,299.8756,164.35226,37.267906,-122.432434,155.50438,462.20383,0.77360463,0.772397,0.76562315,0.71678025,0.713363,0.712106,0.6292171,0.6270143,0.6016018,0.5480984,0.5067407,2.7928456e-05,0.5527722,0.547737,0.53724414,0.7132129,0.74232215,0.7709813,0.7163751,0.7120259,0.6654166,0.62885034,0.6269427,0.55171347,0.5466991,0.53737336,0.62487745,0.53016275,0.39778724,0.5329676,0.5466983,0.77370566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
