pressure [meter] at 2,pressure [meter] at 3,pressure [meter] at 4,pressure [meter] at 5,pressure [meter] at 6,pressure [meter] at 7,pressure [meter] at 8,pressure [meter] at 9,pressure [meter] at 10,pressure [meter] at 11,pressure [meter] at 12,pressure [meter] at 13,pressure [meter] at 14,pressure [meter] at 15,pressure [meter] at 16,pressure [meter] at 17,pressure [meter] at 18,pressure [meter] at 19,pressure [meter] at 20,pressure [meter] at 21,pressure [meter] at 22,pressure [meter] at 23,pressure [meter] at 24,pressure [meter] at 25,pressure [meter] at 26,pressure [meter] at 27,pressure [meter] at 28,pressure [meter] at 29,pressure [meter] at 30,pressure [meter] at 31,pressure [meter] at 32,pressure [meter] at 1,flow [cubic meter/hr] at 1,flow [cubic meter/hr] at 2,flow [cubic meter/hr] at 3,flow [cubic meter/hr] at 4,flow [cubic meter/hr] at 5,flow [cubic meter/hr] at 6,flow [cubic meter/hr] at 7,flow [cubic meter/hr] at 8,flow [cubic meter/hr] at 9,flow [cubic meter/hr] at 10,flow [cubic meter/hr] at 11,flow [cubic meter/hr] at 12,flow [cubic meter/hr] at 13,flow [cubic meter/hr] at 14,flow [cubic meter/hr] at 15,flow [cubic meter/hr] at 16,flow [cubic meter/hr] at 17,flow [cubic meter/hr] at 18,flow [cubic meter/hr] at 19,flow [cubic meter/hr] at 20,flow [cubic meter/hr] at 21,flow [cubic meter/hr] at 22,flow [cubic meter/hr] at 23,flow [cubic meter/hr] at 24,flow [cubic meter/hr] at 25,flow [cubic meter/hr] at 26,flow [cubic meter/hr] at 27,flow [cubic meter/hr] at 28,flow [cubic meter/hr] at 29,flow [cubic meter/hr] at 30,flow [cubic meter/hr] at 31,flow [cubic meter/hr] at 32,flow [cubic meter/hr] at 33,flow [cubic meter/hr] at 34,bulk_species_node [MG] at Chlorine @ 2,bulk_species_node [MG] at Chlorine @ 3,bulk_species_node [MG] at Chlorine @ 4,bulk_species_node [MG] at Chlorine @ 5,bulk_species_node [MG] at Chlorine @ 6,bulk_species_node [MG] at Chlorine @ 7,bulk_species_node [MG] at Chlorine @ 8,bulk_species_node [MG] at Chlorine @ 9,bulk_species_node [MG] at Chlorine @ 10,bulk_species_node [MG] at Chlorine @ 11,bulk_species_node [MG] at Chlorine @ 12,bulk_species_node [MG] at Chlorine @ 13,bulk_species_node [MG] at Chlorine @ 14,bulk_species_node [MG] at Chlorine @ 15,bulk_species_node [MG] at Chlorine @ 16,bulk_species_node [MG] at Chlorine @ 17,bulk_species_node [MG] at Chlorine @ 18,bulk_species_node [MG] at Chlorine @ 19,bulk_species_node [MG] at Chlorine @ 20,bulk_species_node [MG] at Chlorine @ 21,bulk_species_node [MG] at Chlorine @ 22,bulk_species_node [MG] at Chlorine @ 23,bulk_species_node [MG] at Chlorine @ 24,bulk_species_node [MG] at Chlorine @ 25,bulk_species_node [MG] at Chlorine @ 26,bulk_species_node [MG] at Chlorine @ 27,bulk_species_node [MG] at Chlorine @ 28,bulk_species_node [MG] at Chlorine @ 29,bulk_species_node [MG] at Chlorine @ 30,bulk_species_node [MG] at Chlorine @ 31,bulk_species_node [MG] at Chlorine @ 32,bulk_species_node [MG] at Chlorine @ 1,bulk_species_node [MG] at AsIII @ 2,bulk_species_node [MG] at AsIII @ 3,bulk_species_node [MG] at AsIII @ 4,bulk_species_node [MG] at AsIII @ 5,bulk_species_node [MG] at AsIII @ 6,bulk_species_node [MG] at AsIII @ 7,bulk_species_node [MG] at AsIII @ 8,bulk_species_node [MG] at AsIII @ 9,bulk_species_node [MG] at AsIII @ 10,bulk_species_node [MG] at AsIII @ 11,bulk_species_node [MG] at AsIII @ 12,bulk_species_node [MG] at AsIII @ 13,bulk_species_node [MG] at AsIII @ 14,bulk_species_node [MG] at AsIII @ 15,bulk_species_node [MG] at AsIII @ 16,bulk_species_node [MG] at AsIII @ 17,bulk_species_node [MG] at AsIII @ 18,bulk_species_node [MG] at AsIII @ 19,bulk_species_node [MG] at AsIII @ 20,bulk_species_node [MG] at AsIII @ 21,bulk_species_node [MG] at AsIII @ 22,bulk_species_node [MG] at AsIII @ 23,bulk_species_node [MG] at AsIII @ 24,bulk_species_node [MG] at AsIII @ 25,bulk_species_node [MG] at AsIII @ 26,bulk_species_node [MG] at AsIII @ 27,bulk_species_node [MG] at AsIII @ 28,bulk_species_node [MG] at AsIII @ 29,bulk_species_node [MG] at AsIII @ 30,bulk_species_node [MG] at AsIII @ 31,bulk_species_node [MG] at AsIII @ 32,bulk_species_node [MG] at AsIII @ 1
69.09121,54.922283,53.547832,51.563934,49.377987,48.89428,48.32764,47.740517,47.472736,46.690014,46.235,43.840305,44.960075,44.758324,44.768127,46.319603,50.1176,53.690983,51.804974,49.37097,47.83106,49.20534,47.38896,46.168213,45.087627,44.674603,45.851234,44.015583,43.765095,43.953644,44.524384,0.0,11614.268,11102.369,4572.2524,4487.9966,4042.125,3440.2842,2592.619,2302.188,1973.1051,1185.7372,926.96515,623.7527,519.67395,172.52011,-14.734599,228.451,-751.9756,-1421.6487,-1456.1991,4562.628,783.425,296.4078,3082.4922,2027.7957,1529.2906,-748.1716,-162.4151,45.292053,468.75565,292.65518,55.265987,-145.01302,207.93015,668.82227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.09121,54.92228,53.54783,51.56393,49.377987,48.894276,48.327637,47.740517,47.472736,46.69001,46.234997,43.840305,44.96007,44.75832,44.768124,46.3196,50.1176,53.69098,51.804974,49.370968,47.83106,49.20534,47.388958,46.168213,45.087627,44.674603,45.851234,44.01558,43.76509,43.953644,44.52438,0.0,11614.268,11102.37,4572.253,4487.9966,4042.1252,3440.2844,2592.619,2302.188,1973.1052,1185.7372,926.9652,623.7527,519.67395,172.52013,-14.734598,228.45102,-751.9756,-1421.6488,-1456.1991,4562.6284,783.42505,296.40784,3082.4922,2027.7958,1529.2908,-748.17163,-162.41512,45.292053,468.7557,292.6552,55.265987,-145.01302,207.93016,668.82227,0.51655483,0.5154901,0.51534384,0.21647142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5177494e-05,0.5072226,0.51538306,0.11888522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.261734,57.72977,56.673832,55.148003,53.46488,53.09268,52.636368,52.165443,51.94957,51.366356,51.01823,49.335068,49.78133,49.537342,49.52403,50.443333,53.43201,56.627926,55.12455,52.909332,51.578743,53.068375,51.593815,50.648525,49.870625,49.471767,50.395145,48.954853,48.720173,48.86143,49.293583,0.0,10381.488,9934.027,3965.6116,3894.8496,3510.0361,2986.354,2306.5417,2043.7323,1756.3955,1011.55994,802.18634,515.6227,479.90915,191.16858,17.379383,172.21399,-660.7046,-1338.4832,-1371.4236,4141.2715,744.57806,273.9231,2715.8538,1811.8975,1332.0562,-626.51227,-159.38316,33.079777,414.70435,256.73068,53.354286,-124.077194,178.93294,602.5433,0.51655483,0.5161178,0.5142391,0.5140946,0.5104184,0.43987045,0.0049559423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5068165,0.5140887,0.5158172,0.51404166,0.44941822,0.13526654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.261734,57.72977,56.673832,55.148,53.464878,53.09268,52.636364,52.165443,51.94957,51.366356,51.018227,49.335064,49.78133,49.53734,49.52403,50.443333,53.43201,56.627926,55.124546,52.909332,51.57874,53.06837,51.593815,50.64852,49.870625,49.471764,50.395145,48.95485,48.72017,48.86143,49.293583,0.0,10381.489,9934.027,3965.6118,3894.8499,3510.0364,2986.354,2306.5417,2043.7324,1756.3956,1011.56,802.18634,515.6227,479.90918,191.1686,17.379383,172.214,-660.70465,-1338.4832,-1371.4236,4141.272,744.57806,273.9231,2715.8538,1811.8976,1332.0563,-626.51227,-159.38318,33.07978,414.70438,256.73068,53.35429,-124.07721,178.93297,602.54333,0.5778886,0.5771327,0.575904,0.51656514,0.51094687,0.51094687,0.5088882,0.20442604,7.275496e-05,3.7027094e-05,9.743257e-06,0.0,5.3004274e-05,2.413154e-05,0.0,0.51086,0.5710283,0.57664865,0.51269263,0.5108551,0.50988674,0.5091356,0.0985281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.41303,60.259624,59.385418,58.121807,56.71702,56.413353,56.041393,55.666718,55.495934,55.017075,54.72153,53.182053,53.760063,53.598408,53.602226,54.546303,56.93203,59.404552,58.30518,56.682163,55.74492,56.597782,55.394337,54.63649,53.975056,53.58187,54.488434,53.348564,53.18095,53.292587,53.62725,0.0,9172.377,8769.132,3581.131,3517.8066,3183.6304,2675.5996,2065.5154,1806.3815,1547.6896,909.4109,734.3023,491.36832,425.6027,153.06786,-8.854867,174.70479,-585.01624,-1165.285,-1195.9479,3545.9746,629.45624,226.70015,2456.508,1623.642,1182.2113,-573.98035,-158.15443,19.880283,364.90826,226.26628,44.48842,-109.27013,155.86241,513.9407,0.5778886,0.57713217,0.5761189,0.57457,0.56589717,0.52883047,0.5079928,0.50645196,0.41066942,4.2579602e-05,2.6104168e-05,5.3976964e-06,0.08227883,4.046283e-05,3.632409e-05,0.55679125,0.5746814,0.57664764,0.57439274,0.54371494,0.51077473,0.5076719,0.5064069,0.21372318,0.0,9.823639e-07,0.50596344,0.0,0.0,0.0,0.0,0.577945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.41303,60.259624,59.385418,58.121807,56.71702,56.413353,56.041393,55.666718,55.49593,55.017075,54.721527,53.182053,53.760063,53.598404,53.602222,54.546303,56.93203,59.404552,58.305176,56.682163,55.74492,56.59778,55.394333,54.636486,53.97505,53.581867,54.48843,53.34856,53.18095,53.292583,53.62725,0.0,9172.378,8769.132,3581.1313,3517.807,3183.6306,2675.5999,2065.5154,1806.3816,1547.6897,909.41095,734.30237,491.36832,425.60272,153.06787,-8.854866,174.70482,-585.01624,-1165.285,-1195.948,3545.9749,629.45624,226.70016,2456.5083,1623.6421,1182.2114,-573.98035,-158.15443,19.88029,364.9083,226.26631,44.488422,-109.27014,155.86244,513.94073,0.65405804,0.65303695,0.64986444,0.5729479,0.57099015,0.5708094,0.5647853,0.505715,0.503207,0.42659932,2.5941525e-05,9.686825e-06,0.503207,0.17135961,3.9740666e-05,0.57104516,0.6251405,0.652022,0.57290107,0.57122874,0.5693573,0.562773,0.5060651,0.50295794,0.4835072,0.289414,0.5045333,0.0,1.5217556e-05,2.1995098e-05,0.4265728,0.6541302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.52891,62.169903,61.470432,60.4598,59.332382,59.082672,58.787228,58.476887,58.332195,57.918453,57.662712,56.35457,56.967033,56.849606,56.857136,57.555653,59.451683,61.47318,60.567635,59.228252,58.407833,59.188187,58.231144,57.632324,57.138958,56.854794,57.45311,56.470787,56.315376,56.454445,56.80308,0.0,8145.3535,7794.502,3174.8916,3118.0623,2827.1094,2407.4058,1823.986,1631.6626,1415.1608,840.3977,679.1327,450.01028,373.82553,128.8042,-12.779996,148.47774,-516.7657,-1045.2094,-1070.7493,3185.249,567.4452,210.97588,2189.2876,1434.7207,1041.0325,-489.95084,-132.71857,6.185595,328.3819,208.80385,42.709232,-123.034355,159.34253,462.22067,0.65405804,0.65303695,0.65141535,0.6486586,0.60493463,0.57265013,0.5674565,0.5658077,0.5049879,0.5005844,0.109749205,1.6538686e-05,0.50188166,0.47275782,0.48007858,0.5821257,0.6505462,0.6520192,0.6492597,0.5695444,0.56940424,0.56767744,0.56547517,0.50301176,0.50139797,0.44462484,0.5497105,0.47367817,0.017827526,0.10314347,0.50139785,0.6541302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.52891,62.169903,61.47043,60.4598,59.332382,59.08267,58.787228,58.476887,58.33219,57.918453,57.66271,56.35457,56.967033,56.8496,56.857136,57.555653,59.451683,61.47318,60.567635,59.22825,58.407833,59.188183,58.23114,57.632324,57.138954,56.854794,57.45311,56.470783,56.315372,56.45444,56.803078,0.0,8145.354,7794.5024,3174.8918,3118.0625,2827.1096,2407.406,1823.9861,1631.6627,1415.1609,840.39777,679.13275,450.01028,373.82556,128.80423,-12.779994,148.47775,-516.76575,-1045.2095,-1070.7494,3185.2493,567.4452,210.97589,2189.2878,1434.7208,1041.0326,-489.95087,-132.71858,6.1856008,328.38193,208.80386,42.709236,-123.03437,159.34256,462.22073,0.73651606,0.73536634,0.7282153,0.6484175,0.6461367,0.64445335,0.5935373,0.56548864,0.5624164,0.5015205,0.49563253,1.643564e-05,0.53900594,0.4537364,0.49823415,0.6458632,0.67975134,0.73408145,0.6484383,0.64478904,0.6430954,0.5667751,0.56407255,0.56163996,0.502412,0.47759354,0.5640748,0.4982659,0.36818707,0.49697292,0.49989504,0.7366077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.58343,63.11913,62.493553,61.587864,60.58976,60.373108,60.119057,59.861073,59.74525,59.41005,59.203644,58.07027,58.625267,58.49654,58.495647,58.998177,60.734264,62.50659,61.724438,60.437035,59.61228,60.578094,59.74263,59.208927,58.74876,58.490093,59.014244,58.216324,58.10986,58.221676,58.50658,0.0,7622.0273,7267.581,2989.1375,2938.8423,2647.1199,2229.7092,1681.2198,1476.7344,1254.9033,750.10223,604.9165,416.47934,335.92957,135.35312,4.036364,124.29067,-492.7512,-973.54535,-998.8232,2955.3384,555.4463,211.5768,1981.0472,1333.2395,978.2952,-471.86172,-126.15017,9.860937,310.46637,186.63106,34.818714,-109.365005,142.88678,422.57224,0.736516,0.73536617,0.73291904,0.7303165,0.6476533,0.64381385,0.6413476,0.6115515,0.56204134,0.558909,0.49564645,1.6333239e-05,0.5601759,0.486618,0.49664748,0.6447142,0.73231405,0.7340768,0.72993326,0.6444842,0.6425635,0.641217,0.6005158,0.5605541,0.55827445,0.53231585,0.5625054,0.49756646,0.36760736,0.4952059,0.55827445,0.7366076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.58343,63.11913,62.493553,61.58786,60.58976,60.373104,60.119057,59.861073,59.74525,59.41005,59.203644,58.070267,58.625267,58.49654,58.495647,58.998177,60.734264,62.50659,61.724438,60.43703,59.61228,60.578094,59.74263,59.208923,58.74876,58.490093,59.014244,58.21632,58.10986,58.221676,58.50658,0.0,7622.028,7267.5815,2989.1377,2938.8425,2647.12,2229.7095,1681.22,1476.7346,1254.9034,750.1023,604.9165,416.47937,335.9296,135.35313,4.036365,124.290695,-492.75122,-973.5454,-998.82324,2955.3386,555.44635,211.57681,1981.0474,1333.2396,978.29535,-471.86176,-126.150185,9.860944,310.4664,186.63109,34.818718,-109.36502,142.88683,422.5723,0.7870783,0.78584963,0.77848804,0.7299211,0.72641945,0.7250864,0.64025223,0.63750815,0.6060466,0.55747855,0.51359713,1.6231475e-05,0.5596363,0.5572238,0.55328375,0.7261094,0.739873,0.7843777,0.72950315,0.72517395,0.69685364,0.6404687,0.637329,0.56635743,0.5570791,0.51664025,0.636078,0.5551274,0.38924658,0.53519005,0.55707633,0.7871829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
