demand [cubic meter/hr] at dist606,bulk_species_node [MG] at P @ dist606,bulk_species_node [MG] at Chlorine @ dist606,bulk_species_node [MG] at C_FRA @ dist606,bulk_species_node [MG] at C_SRA @ dist606,demand [cubic meter/hr] at dist1332,bulk_species_node [MG] at P @ dist1332,bulk_species_node [MG] at Chlorine @ dist1332,bulk_species_node [MG] at C_FRA @ dist1332,bulk_species_node [MG] at C_SRA @ dist1332,demand [cubic meter/hr] at dist1915,bulk_species_node [MG] at P @ dist1915,bulk_species_node [MG] at Chlorine @ dist1915,bulk_species_node [MG] at C_FRA @ dist1915,bulk_species_node [MG] at C_SRA @ dist1915
0.53627414,0.0,0.0,0.0,0.0,0.09237305,0.0,0.0,0.0,0.0,0.16424635,0.0,0.0,0.0,0.0
0.7230767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39320004,0.0,0.0,0.0,0.0
0.011151127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365622,0.0,0.0,0.0,0.0
0.022272278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28472623,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.069283485,0.0,0.0,0.0,0.0,0.37142152,0.0,0.0,0.0,0.0
0.022272278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28940305,0.0,0.0,0.0,0.0
0.01945452,0.0,0.0,0.0,0.0,0.0,0.0,6.131573e-09,0.0,0.0,0.21206136,0.0,0.0,0.0,0.0
0.12539023,0.0,0.0,0.0,0.0,0.0,0.0,2.5004073e-08,0.0,0.0,0.58550715,0.0,0.0,0.0,0.0
0.0,0.0,4.8770783e-08,0.0,0.0,0.0,0.0,3.3125932e-08,0.0,0.0,0.24277465,0.0,0.0,0.0,0.0
0.10030019,0.0,3.556289e-07,0.0,0.0,0.023089567,0.0,5.8805934e-08,0.0,0.0,0.7185516,0.0,0.0,0.0,0.0
0.0,0.0,4.7577413e-07,0.0,0.0,0.011544784,0.0,5.6977743e-08,0.0,0.0,0.33987057,0.0,0.0,0.0,0.0
0.011151127,0.0,4.794504e-07,0.0,0.0,0.0688548,0.0,4.594004e-08,0.0,0.0,0.29945466,0.0,0.0,0.0,0.0
0.033423405,0.0,4.2706213e-07,0.0,0.0,0.15065868,0.0,3.529518e-08,0.0,0.0,0.18616447,0.0,2.6408055e-12,0.0,0.0
0.0,0.0,4.0893164e-07,0.0,0.0,0.12207019,0.0,3.4057862e-08,0.0,0.0,0.19712354,0.0,8.2913884e-11,0.0,0.0
0.07799793,0.0,3.461568e-07,0.0,0.0,0.0,0.0,3.2141358e-08,0.0,0.0,0.40276304,0.0,6.614056e-11,0.0,0.0
0.0,0.0,2.6861116e-07,0.0,0.0,0.18476088,0.0,2.5612232e-08,0.0,0.0,0.1228532,0.0,3.8314515e-11,0.0,0.0
0.022272278,0.0,1.7734827e-07,0.0,0.0,0.0,0.0,1.8259533e-08,0.0,0.0,0.24088998,0.0,2.927908e-11,0.0,0.0
0.0,0.0,1.6214739e-07,0.0,0.0,0.0,0.0,1.31306805e-08,0.0,0.0,0.24088998,0.0,2.0473862e-11,0.0,0.0
0.0,0.0,1.7600772e-07,0.0,0.0,0.0,0.0,1.1220345e-08,0.0,0.0,0.0,0.0,7.2593286e-12,0.0,0.0
0.0,0.0,1.9437623e-07,0.0,0.0,0.011544784,0.0,1.2226372e-08,0.0,0.0,0.021918125,0.0,1.9775314e-12,0.0,0.0
0.07799793,0.0,1.4427921e-07,0.0,0.0,0.011544784,0.0,8.818522e-09,0.0,0.0,0.34671125,0.0,6.603447e-12,0.0,0.0
0.0,0.0,1.358788e-07,0.0,1.173727e-08,0.58701754,0.0,8.4323135e-09,0.0,4.501697e-10,0.49992874,0.0,7.869925e-12,0.0,4.386334e-13
0.0,0.0,1.4260458e-07,0.0,9.583185e-08,0.8137555,0.0,9.383342e-09,0.0,5.49293e-09,0.28242275,0.0,1.0191209e-11,0.0,7.625178e-12
